Match,Team_Name,Match_Result,Player_Name,Hero_Name,Lane,Kill,Death,Assist,Net Worth,Last_Hit,GPM,XPM,DMG,Item1,Time1,Item2,Time2,Item3,Time3,Item4,Time4,Item5,Time5,Item6,Time6
48,Team Secret,1,Secret.Puppey,Shadow Shaman,Safe Lane,3,5,14,5.5,33,352,377,8.8,Magic Wand,11.0,Bracer,12.0,Tranquil Boots,17.0,Bracer,18.0,Urn of Shadows,21.0,Gem of True Sight,23.0
48,Team Secret,1,Secret.YapzOr,Tusk,Off Lane,4,4,12,7.8,31,342,291,9.9,Magic Wand,6.0,Bracer,10.0,Bracer,12.0,Power Treads,16.0,Shadow Blade,21.0,Medallion of Courage,25.0
48,Team Secret,1,Secret.Nisha,Wraith King,Safe Lane,3,1,14,15.2,196,537,406,11.9,Power Treads,6.0,Armlet of Mordiggian,12.0,Magic Wand,14.0,Desolator,20.0,Assault Cuirass,26.0,Ogre Axe,27.0
48,Team Secret,1,Secret.zai,Ancient Apparition,Off Lane,4,2,12,9.8,71,423,423,13.5,Magic Wand,5.0,Rod of Atos,13.0,Arcane Boots,16.0,Glimmer Cape,20.0,Buckler,23.0,,
48,Team Secret,1,Secret.MidOne,Meepo,Mid Lane,20,2,4,20.6,292,839,816,29.1,Power Treads,7.0,Ethereal Blade,15.0,Aegis of the Immortal,15.0,Blink Dagger,16.0,Ultimate Orb,20.0,Scythe of Vyse,22.0
49,Team Secret,1,Secret.Puppey,Oracle,Off Lane,9,2,22,5.0,32,339,458,12.0,Urn of Shadows,9.0,Magic Wand,11.0,Quelling Blade,15.0,Tranquil Boots,21.0,Ghost Scepter,26.0,,
49,Team Secret,1,Secret.YapzOr,Earthshaker,Roaming,10,2,26,9.7,45,370,500,16.2,Soul Ring,2.0,Smoke of Deceit,4.0,Tranquil Boots,7.0,Blink Dagger,16.0,Lotus Orb,25.0,,
49,Team Secret,1,Secret.Nisha,Medusa,Mid Lane,2,2,12,17.2,348,646,639,17.6,Power Treads,9.0,Dragon Lance,13.0,Manta Style,19.0,Eye of Skadi,25.0,Aegis of the Immortal,25.0,,
49,Team Secret,1,Secret.zai,Sand King,Safe Lane,8,3,22,11.2,132,455,619,20.7,Quelling Blade,2.0,Dust of Appearance,8.0,Blink Dagger,14.0,Arcane Boots,17.0,Eul's Scepter of Divinity,23.0,Boots of Travel,26.0
49,Team Secret,1,Secret.MidOne,Monkey King,Off Lane,20,0,14,15.6,166,606,667,23.7,Phase Boots,5.0,Magic Wand,8.0,Wraith Band,9.0,Echo Sabre,15.0,Maelstrom,18.0,Black King Bar,23.0
50,Team Secret,1,Secret.Puppey,Silencer,Safe Lane,7,7,28,6.5,42,332,458,13.9,Tranquil Boots,10.0,Magic Wand,17.0,Chainmail,18.0,Vitality Booster,28.0,Healing Salve,31.0,Medallion of Courage,33.0
50,Team Secret,1,Secret.YapzOr,Earthshaker,Safe Lane,3,2,34,8.7,60,314,486,17.5,Soul Ring,3.0,Smoke of Deceit,5.0,Tranquil Boots,8.0,Blink Dagger,17.0,Sentry Ward,18.0,Lotus Orb,32.0
50,Team Secret,1,Secret.Nisha,Juggernaut,Safe Lane,20,0,18,24.5,323,696,735,39.8,Phase Boots,7.0,Drum of Endurance,10.0,Manta Style,22.0,Mjollnir,26.0,Butterfly,32.0,,
50,Team Secret,1,Secret.zai,Puck,Off Lane,5,2,26,14.0,163,442,636,23.1,Veil of Discord,14.0,Blink Dagger,19.0,Boots of Travel,24.0,Eul's Scepter of Divinity,32.0,Aghanim's Scepter,36.0,,
50,Team Secret,1,Secret.MidOne,Storm Spirit,Mid Lane,11,2,20,17.4,238,533,624,29.5,Null Talisman,3.0,Magic Wand,6.0,Power Treads,9.0,Kaya,13.0,Bloodstone,25.0,Black King Bar,34.0
1,PSG.LGD,0,PSG.LGD.Ame,Slark,Safe Lane,5,3,9,28.6,631,695,677,28.8,Power Treads,5.0,Black King Bar,20.0,Shadow Blade,24.0,Butterfly,31.0,Eye of Skadi,41.0,Abyssal Blade,49.0
1,PSG.LGD,0,PSG.LGD.Maybe,Ember Spirit,Mid Lane,14,4,7,31.1,589,718,741,81.2,Bottle,3.0,Black King Bar,23.0,Mjollnir,26.0,Aghanim's Scepter,31.0,Octarine Core,39.0,Boots of Travel,44.0
1,PSG.LGD,0,PSG.LGD.xNova,Vengeful Spirit,Safe Lane,-,6,12,5.5,66,241,296,11.1,Smoke of Deceit,2.0,Boots of Speed,11.0,Magic Wand,13.0,Force Staff,25.0,Vladmir's Offering,35.0,,
1,PSG.LGD,0,PSG.LGD.fy,Tusk,Safe Lane,2,8,12,15.2,143,360,355,14.6,Observer Ward,0.0,Tranquil Boots,7.0,Blink Dagger,21.0,Force Staff,28.0,Solar Crest,36.0,Aghanim's Scepter,42.0
1,PSG.LGD,0,PSG.LGD.Chalice,Magnus,Off Lane,1,6,9,16.3,265,389,472,15.5,Bracer,2.0,Arcane Boots,10.0,Blink Dagger,17.0,Eul's Scepter of Divinity,24.0,Refresher Orb,36.0,Force Staff,46.0
2,PSG.LGD,0,PSG.LGD.Ame,Lone Druid,Safe Lane,3,7,15,16.7,263,484,554,22.6,Boots of Speed,3.0,Tango,3.0,Clarity,37.0,,,,,,
2,PSG.LGD,0,PSG.LGD.Maybe,Leshrac,Mid Lane,11,6,12,20.1,367,600,745,52.2,Null Talisman,3.0,Eul's Scepter of Divinity,11.0,Bloodstone,23.0,Shiva's Guard,31.0,Boots of Travel,36.0,Yasha and Kaya,39.0
2,PSG.LGD,0,PSG.LGD.xNova,Chen,Jungle,1,6,16,3.6,87,247,383,5.4,Observer Ward,0.0,Smoke of Deceit,2.0,Arcane Boots,12.0,Magic Stick,19.0,Headdress,23.0,Buckler,28.0
2,PSG.LGD,0,PSG.LGD.fy,Shadow Shaman,Roaming,8,7,14,10.0,90,324,542,20.6,Aether Lens,13.0,Blink Dagger,22.0,Tranquil Boots,22.0,Magic Wand,22.0,Ghost Scepter,28.0,,
2,PSG.LGD,0,PSG.LGD.Chalice,Tidehunter,Off Lane,3,4,12,13.0,229,400,500,13.7,Phase Boots,8.0,Wind Lace,16.0,Pipe of Insight,19.0,Solar Crest,26.0,Vladmir's Offering,30.0,Force Staff,36.0
3,PSG.LGD,1,PSG.LGD.Ame,Sven,Off Lane,12,4,18,22.0,337,727,862,28.3,Phase Boots,6.0,Echo Sabre,16.0,Blink Dagger,17.0,Black King Bar,25.0,Aegis of the Immortal,32.0,Bloodthorn,33.0
3,PSG.LGD,1,PSG.LGD.Maybe,Leshrac,Mid Lane,12,7,12,19.4,302,649,787,25.8,Magic Wand,3.0,Eul's Scepter of Divinity,14.0,Boots of Travel,18.0,Kaya,20.0,Bloodstone,26.0,Black King Bar,31.0
3,PSG.LGD,1,PSG.LGD.xNova,Warlock,Off Lane,1,4,26,6.6,70,344,609,11.6,Magic Stick,3.0,Arcane Boots,13.0,Hand of Midas,27.0,Point Booster,33.0,,,,
3,PSG.LGD,1,PSG.LGD.fy,Nyx Assassin,Off Lane,5,6,22,10.4,32,346,626,15.3,Magic Wand,3.0,Tranquil Boots,10.0,Spirit Vessel,20.0,Gem of True Sight,26.0,Force Staff,29.0,Eul's Scepter of Divinity,35.0
3,PSG.LGD,1,PSG.LGD.Chalice,Legion Commander,Safe Lane,13,4,13,15.4,160,524,796,30.3,Phase Boots,8.0,Magic Wand,10.0,Blink Dagger,15.0,Blade Mail,20.0,Black King Bar,29.0,Hyperstone,33.0
4,PSG.LGD,1,PSG.LGD.Ame,Gyrocopter,Safe Lane,13,1,17,26.9,424,663,680,48.3,Black King Bar,20.0,Aegis of the Immortal,27.0,Butterfly,29.0,Manta Style,36.0,Monkey King Bar,38.0,Mjollnir,43.0
4,PSG.LGD,1,PSG.LGD.Maybe,Tiny,Mid Lane,12,5,15,18.1,282,512,679,31.9,Phase Boots,7.0,Drum of Endurance,11.0,Blink Dagger,16.0,Echo Sabre,22.0,Black King Bar,27.0,Aghanim's Scepter,33.0
4,PSG.LGD,1,PSG.LGD.xNova,Nyx Assassin,Mid Lane,5,8,24,7.3,27,304,354,12.9,Dust of Appearance,6.0,Magic Wand,9.0,Urn of Shadows,13.0,Tranquil Boots,20.0,Force Staff,35.0,Ghost Scepter,40.0
4,PSG.LGD,1,PSG.LGD.fy,Io,Jungle,6,7,25,8.7,69,283,572,9.2,Bottle,2.0,Magic Wand,5.0,Guardian Greaves,30.0,Ogre Axe,37.0,Mithril Hammer,43.0,,
4,PSG.LGD,1,PSG.LGD.Chalice,Tidehunter,Off Lane,7,1,22,18.0,277,480,743,27.4,Phase Boots,11.0,Hood of Defiance,14.0,Blink Dagger,18.0,Solar Crest,28.0,Force Staff,32.0,Refresher Orb,41.0
5,PSG.LGD,1,PSG.LGD.Ame,Slark,Safe Lane,14,0,6,23.6,357,734,817,19.2,Power Treads,5.0,Echo Sabre,14.0,Black King Bar,18.0,Shadow Blade,20.0,Eye of Skadi,27.0,Monkey King Bar,32.0
5,PSG.LGD,1,PSG.LGD.Maybe,Templar Assassin,Mid Lane,10,3,12,18.6,287,640,795,24.8,Power Treads,8.0,Desolator,13.0,Blink Dagger,17.0,Black King Bar,24.0,Monkey King Bar,30.0,Moon Shard,34.0
5,PSG.LGD,1,PSG.LGD.xNova,Elder Titan,Safe Lane,2,5,15,7.1,66,319,439,10.1,Smoke of Deceit,5.0,Magic Wand,14.0,Bracer,21.0,Bracer,21.0,Phase Boots,24.0,Force Staff,32.0
5,PSG.LGD,1,PSG.LGD.fy,Rubick,Roaming,4,5,13,10.7,111,382,523,13.2,Aether Lens,13.0,Tranquil Boots,16.0,Blink Dagger,22.0,Magic Wand,24.0,Force Staff,29.0,Point Booster,32.0
5,PSG.LGD,1,PSG.LGD.Chalice,Centaur Warrunner,Off Lane,6,5,19,16.3,225,516,711,21.9,Phase Boots,9.0,Pipe of Insight,14.0,Blink Dagger,17.0,Vanguard,21.0,Heart of Tarrasque,29.0,Gem of True Sight,33.0
6,PSG.LGD,1,PSG.LGD.Ame,Juggernaut,Safe Lane,6,3,8,26.1,513,675,674,24.3,Phase Boots,7.0,Manta Style,15.0,Diffusal Blade,20.0,Butterfly,26.0,Skull Basher,31.0,Linken's Sphere,38.0
6,PSG.LGD,1,PSG.LGD.Maybe,Storm Spirit,Mid Lane,14,3,11,21.1,382,593,697,29.1,Bottle,2.0,Power Treads,10.0,Kaya,14.0,Bloodstone,24.0,Orchid Malevolence,29.0,Shiva's Guard,36.0
6,PSG.LGD,1,PSG.LGD.xNova,Warlock,Safe Lane,3,2,17,10.5,113,333,571,16.7,Magic Stick,2.0,Hand of Midas,17.0,Arcane Boots,23.0,Gem of True Sight,25.0,Ghost Scepter,33.0,Force Staff,37.0
6,PSG.LGD,1,PSG.LGD.fy,Tusk,Roaming,2,4,18,11.1,60,311,469,12.5,Tranquil Boots,7.0,Magic Wand,9.0,Bracer,12.0,Blink Dagger,21.0,Ghost Scepter,29.0,Force Staff,38.0
6,PSG.LGD,1,PSG.LGD.Chalice,Omniknight,Off Lane,5,2,18,19.0,245,473,554,10.9,Soul Ring,6.0,Phase Boots,10.0,Drum of Endurance,12.0,Solar Crest,20.0,Aghanim's Scepter,27.0,Heaven's Halberd,37.0
7,PSG.LGD,0,PSG.LGD.Ame,Bristleback,Safe Lane,4,4,17,24.1,387,534,597,34.1,Phase Boots,6.0,Vanguard,11.0,Sange and Yasha,19.0,Black King Bar,27.0,Assault Cuirass,36.0,Cheese,41.0
7,PSG.LGD,0,PSG.LGD.Maybe,Outworld Devourer,Mid Lane,12,6,8,20.6,369,580,779,54.6,Power Treads,6.0,Blink Dagger,9.0,Black King Bar,21.0,Scythe of Vyse,29.0,Yasha and Kaya,31.0,Dragon Lance,42.0
7,PSG.LGD,0,PSG.LGD.xNova,Grimstroke,Safe Lane,2,7,18,8.1,59,305,352,30.6,Observer Ward,0.0,Boots of Speed,3.0,Magic Wand,11.0,Bracer,25.0,Bracer,26.0,Blink Dagger,32.0
7,PSG.LGD,0,PSG.LGD.fy,Shadow Shaman,Jungle,5,7,14,10.2,106,325,475,22.4,Aether Lens,15.0,Blink Dagger,26.0,Ghost Scepter,32.0,Tranquil Boots,32.0,Point Booster,38.0,,
7,PSG.LGD,0,PSG.LGD.Chalice,Doom,Off Lane,3,10,12,13.8,200,474,448,27.6,Phase Boots,11.0,Black King Bar,24.0,Blink Dagger,31.0,Refresher Orb,42.0,,,,
8,PSG.LGD,0,PSG.LGD.Ame,Lone Druid,Safe Lane,4,3,9,25.4,440,602,645,26.7,Boots of Speed,3.0,Clarity,15.0,,,,,,,,
8,PSG.LGD,0,PSG.LGD.Maybe,Ember Spirit,Mid Lane,9,3,4,19.3,359,500,684,46.4,Bottle,2.0,Phase Boots,7.0,Maelstrom,17.0,Eul's Scepter of Divinity,21.0,Aghanim's Scepter,29.0,Octarine Core,42.0
8,PSG.LGD,0,PSG.LGD.xNova,Shadow Shaman,Roaming,-,10,11,4.1,41,214,296,12.8,Sentry Ward,0.0,Bracer,14.0,Magic Stick,20.0,Bracer,23.0,Tranquil Boots,34.0,Ghost Scepter,40.0
8,PSG.LGD,0,PSG.LGD.fy,Queen of Pain,Off Lane,1,6,12,9.8,141,292,425,25.5,Magic Wand,6.0,Boots of Speed,6.0,Bracer,18.0,Spirit Vessel,26.0,Dust of Appearance,30.0,Eul's Scepter of Divinity,34.0
8,PSG.LGD,0,PSG.LGD.Chalice,Centaur Warrunner,Off Lane,2,5,7,17.6,284,404,459,15.1,Magic Stick,1.0,Phase Boots,6.0,Blink Dagger,12.0,Crimson Guard,24.0,Aghanim's Scepter,34.0,Reaver,39.0
9,PSG.LGD,1,PSG.LGD.Ame,Faceless Void,Safe Lane,10,3,13,16.8,218,572,650,21.5,Power Treads,5.0,Magic Wand,5.0,Mask of Madness,9.0,Maelstrom,15.0,Black King Bar,22.0,Butterfly,30.0
9,PSG.LGD,1,PSG.LGD.Maybe,Leshrac,Mid Lane,11,1,11,18.7,265,643,681,28.7,Null Talisman,1.0,Eul's Scepter of Divinity,11.0,Boots of Travel,15.0,Kaya,18.0,Bloodstone,25.0,Shiva's Guard,29.0
9,PSG.LGD,1,PSG.LGD.xNova,Chen,Jungle,3,2,21,7.9,87,366,464,6.2,Blight Stone,2.0,Guardian Greaves,28.0,Cloak,29.0,,,,,,
9,PSG.LGD,1,PSG.LGD.fy,Tusk,Roaming,6,4,17,11.1,56,383,457,11.7,Magic Wand,12.0,Phase Boots,16.0,Spirit Vessel,23.0,Blink Dagger,26.0,Shadow Blade,30.0,,
9,PSG.LGD,1,PSG.LGD.Chalice,Axe,Off Lane,6,2,18,12.9,149,425,550,18.4,Boots of Speed,4.0,Blink Dagger,13.0,Blade Mail,17.0,Crimson Guard,23.0,Black King Bar,30.0,Gem of True Sight,30.0
10,PSG.LGD,0,PSG.LGD.Ame,Leshrac,Off Lane,6,8,5,23.2,446,606,709,29.8,Eul's Scepter of Divinity,13.0,Blink Dagger,16.0,Black King Bar,23.0,Bloodstone,31.0,Scythe of Vyse,37.0,Boots of Travel,45.0
10,PSG.LGD,0,PSG.LGD.Maybe,Medusa,Mid Lane,4,5,3,25.5,496,577,689,14.2,Magic Wand,8.0,Power Treads,8.0,Manta Style,15.0,Black King Bar,26.0,Butterfly,35.0,Hurricane Pike,39.0
10,PSG.LGD,0,PSG.LGD.xNova,Chen,Jungle,2,9,7,6.5,110,248,283,4.1,Observer Ward,0.0,Blight Stone,3.0,Arcane Boots,11.0,Mekansm,33.0,,,,
10,PSG.LGD,0,PSG.LGD.fy,Crystal Maiden,Roaming,-,11,7,9.7,111,295,370,13.1,Magic Wand,5.0,Dust of Appearance,13.0,Phase Boots,15.0,Spirit Vessel,28.0,Blink Dagger,37.0,Ogre Axe,43.0
10,PSG.LGD,0,PSG.LGD.Chalice,Bristleback,Jungle,3,4,4,20.2,397,519,625,30.3,Pipe of Insight,11.0,Power Treads,13.0,Lotus Orb,19.0,Black King Bar,25.0,Aghanim's Scepter,34.0,Skull Basher,43.0
11,PSG.LGD,1,PSG.LGD.Ame,Slark,Safe Lane,5,2,12,20.8,349,598,751,28.3,Power Treads,10.0,Hand of Midas,15.0,Black King Bar,20.0,Echo Sabre,27.0,Skull Basher,31.0,Silver Edge,36.0
11,PSG.LGD,1,PSG.LGD.Maybe,Outworld Devourer,Mid Lane,8,1,7,22.6,430,647,759,28.7,Power Treads,9.0,Blink Dagger,14.0,Black King Bar,22.0,Scythe of Vyse,29.0,Yasha and Kaya,32.0,Platemail,36.0
11,PSG.LGD,1,PSG.LGD.xNova,Chen,Jungle,4,6,12,6.2,94,284,407,5.0,Sentry Ward,0.0,Magic Stick,8.0,Guardian Greaves,38.0,Cloak,38.0,,,,
11,PSG.LGD,1,PSG.LGD.fy,Rubick,Roaming,2,2,10,10.3,130,321,456,14.8,Boots of Speed,0.0,Magic Wand,10.0,Aether Lens,17.0,Blink Dagger,23.0,Aghanim's Scepter,38.0,,
11,PSG.LGD,1,PSG.LGD.Chalice,Centaur Warrunner,Off Lane,2,3,10,15.6,299,458,578,11.5,Boots of Speed,2.0,Magic Stick,10.0,Blink Dagger,16.0,Pipe of Insight,23.0,Crimson Guard,27.0,Lotus Orb,31.0
12,PSG.LGD,1,PSG.LGD.Ame,Naga Siren,Safe Lane,10,0,12,24.3,407,852,844,20.7,Wraith Band,2.0,Power Treads,6.0,Manta Style,14.0,Diffusal Blade,18.0,Heart of Tarrasque,22.0,Butterfly,27.0
12,PSG.LGD,1,PSG.LGD.Maybe,Templar Assassin,Mid Lane,8,2,17,18.4,294,654,745,25.5,Power Treads,7.0,Magic Wand,7.0,Desolator,12.0,Blink Dagger,16.0,Black King Bar,21.0,Crystalys,27.0
12,PSG.LGD,1,PSG.LGD.xNova,Shadow Shaman,Roaming,5,9,20,6.6,50,385,534,7.6,Smoke of Deceit,2.0,Magic Wand,3.0,Bracer,13.0,Bracer,16.0,Bracer,18.0,Boots of Travel,27.0
12,PSG.LGD,1,PSG.LGD.fy,Elder Titan,Safe Lane,6,4,19,8.9,66,379,547,13.6,Healing Salve,3.0,Magic Wand,5.0,Urn of Shadows,12.0,Phase Boots,15.0,Eul's Scepter of Divinity,23.0,,
12,PSG.LGD,1,PSG.LGD.Chalice,Sand King,Off Lane,11,3,20,14.6,151,535,642,26.5,Quelling Blade,0.0,Veil of Discord,10.0,Boots of Travel,15.0,Blink Dagger,21.0,Eul's Scepter of Divinity,25.0,Gem of True Sight,26.0
13,PSG.LGD,1,PSG.LGD.Ame,Sven,Off Lane,11,3,16,23.7,362,821,885,31.2,Phase Boots,5.0,Hand of Midas,13.0,Echo Sabre,16.0,Black King Bar,19.0,Assault Cuirass,24.0,Orchid Malevolence,29.0
13,PSG.LGD,1,PSG.LGD.Maybe,Leshrac,Mid Lane,11,3,11,19.1,307,701,817,29.2,Eul's Scepter of Divinity,10.0,Boots of Travel,14.0,Magic Wand,15.0,Bloodstone,25.0,Yasha and Kaya,28.0,Platemail,29.0
13,PSG.LGD,1,PSG.LGD.xNova,Grimstroke,Safe Lane,1,4,21,5.4,28,318,389,8.4,Sentry Ward,0.0,Smoke of Deceit,4.0,Magic Stick,8.0,Arcane Boots,21.0,Glimmer Cape,29.0,Gem of True Sight,30.0
13,PSG.LGD,1,PSG.LGD.fy,Elder Titan,Off Lane,7,1,17,8.8,47,315,395,13.0,Magic Wand,8.0,Phase Boots,11.0,Quelling Blade,13.0,Spirit Vessel,22.0,Point Booster,30.0,,
13,PSG.LGD,1,PSG.LGD.Chalice,Omniknight,Safe Lane,3,0,21,13.6,141,464,618,11.2,Quelling Blade,2.0,Soul Ring,4.0,Phase Boots,9.0,Drum of Endurance,15.0,Solar Crest,22.0,Aghanim's Scepter,29.0
14,PSG.LGD,0,PSG.LGD.Ame,Weaver,Safe Lane,3,5,15,29.9,400,552,608,34.9,Diffusal Blade,17.0,Black King Bar,26.0,Solar Crest,32.0,Nullifier,43.0,Crystalys,47.0,Boots of Travel,53.0
14,PSG.LGD,0,PSG.LGD.Maybe,Alchemist,Mid Lane,14,3,5,49.1,617,1.1k,695,74.8,Manta Style,18.0,Black King Bar,23.0,Assault Cuirass,30.0,Mjollnir,43.0,Boots of Travel,52.0,Skull Basher,54.0
14,PSG.LGD,0,PSG.LGD.xNova,Earth Spirit,Mid Lane,3,10,18,6.8,38,255,333,20.4,Smoke of Deceit,2.0,Boots of Speed,11.0,Magic Wand,15.0,Bracer,22.0,Ghost Scepter,43.0,Blink Dagger,51.0
14,PSG.LGD,0,PSG.LGD.fy,Keeper of the Light,Off Lane,-,7,16,17.3,214,379,560,25.9,Tranquil Boots,8.0,Force Staff,16.0,Glimmer Cape,24.0,Aghanim's Scepter,40.0,Mystic Staff,52.0,,
14,PSG.LGD,0,PSG.LGD.Chalice,Bristleback,Off Lane,4,8,17,29.1,341,495,570,34.2,Bracer,6.0,Pipe of Insight,11.0,Magic Wand,11.0,Guardian Greaves,23.0,Lotus Orb,39.0,Abyssal Blade,53.0
15,PSG.LGD,1,PSG.LGD.Ame,Lone Druid,Safe Lane,2,0,6,12.5,187,632,631,6.9,Boots of Speed,3.0,,,,,,,,,,
15,PSG.LGD,1,PSG.LGD.Maybe,Ember Spirit,Mid Lane,4,0,8,9.5,137,513,530,13.0,Bottle,2.0,Wraith Band,4.0,Phase Boots,7.0,Veil of Discord,12.0,Aegis of the Immortal,16.0,Maelstrom,17.0
15,PSG.LGD,1,PSG.LGD.xNova,Chen,Safe Lane,3,2,8,4.8,47,339,263,3.9,Observer and Sentry Wards,0.0,Dust of Appearance,7.0,Medallion of Courage,12.0,Arcane Boots,16.0,Buckler,18.0,Headdress,18.0
15,PSG.LGD,1,PSG.LGD.fy,Rubick,Mid Lane,2,1,10,5.3,23,287,352,4.4,Magic Wand,11.0,Aether Lens,15.0,Dust of Appearance,17.0,Tranquil Boots,18.0,,,,
15,PSG.LGD,1,PSG.LGD.Chalice,Bristleback,Off Lane,3,0,8,9.9,147,521,528,9.0,Magic Stick,0.0,Quelling Blade,1.0,Bottle,3.0,Medallion of Courage,10.0,Crimson Guard,13.0,Phase Boots,16.0
16,PSG.LGD,0,PSG.LGD.Ame,Phantom Assassin,Safe Lane,1,3,1,11.0,214,462,504,5.0,Wraith Band,4.0,Magic Wand,5.0,Phase Boots,8.0,Battle Fury,17.0,Desolator,24.0,,
16,PSG.LGD,0,PSG.LGD.Maybe,Ember Spirit,Mid Lane,1,3,2,10.2,174,420,448,14.1,Bottle,3.0,Magic Wand,9.0,Phase Boots,9.0,Drum of Endurance,14.0,Maelstrom,19.0,Eul's Scepter of Divinity,23.0
16,PSG.LGD,0,PSG.LGD.xNova,Rubick,Roaming,1,4,4,2.8,38,230,247,8.7,Wind Lace,12.0,Tranquil Boots,16.0,Magic Wand,19.0,Bracer,20.0,Bracer,25.0,,
16,PSG.LGD,0,PSG.LGD.fy,Nature's Prophet,Roaming,1,7,2,6.1,94,284,279,11.1,Boots of Speed,3.0,Spirit Vessel,17.0,Hood of Defiance,21.0,Headdress,23.0,,,,
16,PSG.LGD,0,PSG.LGD.Chalice,Centaur Warrunner,Off Lane,1,5,2,8.0,126,334,316,9.3,Quelling Blade,0.0,Magic Stick,2.0,Phase Boots,6.0,Crimson Guard,15.0,Blink Dagger,23.0,,
17,PSG.LGD,0,PSG.LGD.Ame,Juggernaut,Safe Lane,6,5,6,20.1,324,577,798,27.8,Magic Wand,4.0,Phase Boots,5.0,Radiance,21.0,Manta Style,25.0,Linken's Sphere,35.0,Hyperstone,40.0
17,PSG.LGD,0,PSG.LGD.Maybe,Leshrac,Mid Lane,4,9,5,19.9,380,605,685,18.9,Magic Wand,6.0,Eul's Scepter of Divinity,15.0,Boots of Travel,18.0,Octarine Core,29.0,Black King Bar,35.0,Yasha and Kaya,40.0
17,PSG.LGD,0,PSG.LGD.xNova,Sven,Off Lane,2,12,6,4.7,43,244,303,8.9,Observer Ward,5.0,Bracer,13.0,Magic Wand,15.0,Bracer,16.0,Bracer,30.0,Tranquil Boots,36.0
17,PSG.LGD,0,PSG.LGD.fy,Shadow Demon,Jungle,2,12,7,6.6,67,245,304,11.1,Smoke of Deceit,0.0,Boots of Speed,4.0,Magic Wand,10.0,Aether Lens,19.0,Force Staff,30.0,,
17,PSG.LGD,0,PSG.LGD.Chalice,Dark Seer,Off Lane,1,6,11,12.6,201,353,382,16.9,Soul Ring,6.0,Magic Stick,7.0,Helm of the Dominator,17.0,Pipe of Insight,22.0,Guardian Greaves,35.0,,
18,PSG.LGD,0,PSG.LGD.Ame,Monkey King,Safe Lane,-,7,4,9.4,167,319,352,11.9,Quelling Blade,0.0,Phase Boots,4.0,Magic Wand,7.0,Wraith Band,7.0,Echo Sabre,16.0,Maelstrom,26.0
18,PSG.LGD,0,PSG.LGD.Maybe,Medusa,Mid Lane,-,2,2,18.1,392,554,535,11.7,Wraith Band,1.0,Magic Wand,4.0,Power Treads,8.0,Manta Style,17.0,Eye of Skadi,26.0,Talisman of Evasion,27.0
18,PSG.LGD,0,PSG.LGD.xNova,Doom,Safe Lane,2,9,2,3.6,50,203,202,6.4,Observer Ward,4.0,Tranquil Boots,8.0,Magic Stick,17.0,Vladmir's Offering,27.0,,,,
18,PSG.LGD,0,PSG.LGD.fy,Rubick,Off Lane,2,8,-,4.9,45,199,312,6.9,Magic Stick,1.0,Aether Lens,17.0,Staff of Wizardry,23.0,Ring of Regen,25.0,,,,
18,PSG.LGD,0,PSG.LGD.Chalice,Batrider,Off Lane,-,6,2,8.6,151,281,319,9.9,Boots of Travel,9.0,Magic Stick,12.0,Blink Dagger,17.0,Wind Lace,18.0,Force Staff,25.0,Gem of True Sight,32.0
19,PSG.LGD,1,PSG.LGD.Ame,Sven,Safe Lane,2,5,16,16.2,259,531,666,16.3,Magic Wand,2.0,Power Treads,7.0,Mask of Madness,12.0,Sange and Yasha,17.0,Blink Dagger,22.0,Crystalys,25.0
19,PSG.LGD,1,PSG.LGD.Maybe,Death Prophet,Mid Lane,13,5,8,18.9,237,635,713,29.9,Power Treads,6.0,Eul's Scepter of Divinity,13.0,Aghanim's Scepter,21.0,Black King Bar,29.0,Shiva's Guard,33.0,,
19,PSG.LGD,1,PSG.LGD.xNova,Shadow Shaman,Safe Lane,5,8,13,4.9,39,319,380,8.2,Magic Wand,2.0,Bracer,15.0,Arcane Boots,25.0,,,,,,
19,PSG.LGD,1,PSG.LGD.fy,Pangolier,Mid Lane,5,5,15,11.5,89,398,562,14.9,Magic Stick,1.0,Javelin,9.0,Guardian Greaves,26.0,Blink Dagger,31.0,,,,
19,PSG.LGD,1,PSG.LGD.Chalice,Mars,Off Lane,1,7,15,11.9,166,416,586,13.9,Soul Ring,8.0,Phase Boots,13.0,Magic Wand,15.0,Blink Dagger,19.0,Vladmir's Offering,21.0,Point Booster,25.0
20,PSG.LGD,0,PSG.LGD.Ame,Wraith King,Safe Lane,2,6,3,16.6,295,479,472,12.6,Magic Wand,3.0,Phase Boots,7.0,Drum of Endurance,12.0,Radiance,21.0,Shiva's Guard,29.0,Blade Mail,34.0
20,PSG.LGD,0,PSG.LGD.Maybe,Storm Spirit,Mid Lane,4,8,7,15.9,286,473,482,14.4,Bottle,4.0,Magic Wand,6.0,Power Treads,10.0,Bloodstone,26.0,Yasha and Kaya,30.0,Black King Bar,35.0
20,PSG.LGD,0,PSG.LGD.xNova,Ancient Apparition,Safe Lane,5,7,9,6.2,53,294,293,13.3,Smoke of Deceit,2.0,Observer and Sentry Wards,7.0,Magic Wand,8.0,Arcane Boots,11.0,Cloak,18.0,Ultimate Orb,32.0
20,PSG.LGD,0,PSG.LGD.fy,Earthshaker,Roaming,2,5,11,8.5,89,261,394,7.7,Tranquil Boots,5.0,Blink Dagger,15.0,Magic Wand,18.0,Aghanim's Scepter,33.0,,,,
