Match,Team_Name,Match_Result,Player_Name,Hero_Name,Lane,Kill,Death,Assist,Net Worth,Last_Hit,GPM,XPM,DMG,Item1,Time1,Item2,Time2,Item3,Time3,Item4,Time4,Item5,Time5,Item6,Time6
20,Evil Geniuses,0,EG.Arteezy,Phantom Assassin,Off Lane,-,5,1,10.6,176,419,408,3.3,Wraith Band,3.0,Power Treads,9.0,Battle Fury,17.0,Mithril Hammer,25.0,,,,
20,Evil Geniuses,0,EG.Suma1L,Outworld Devourer,Mid Lane,-,8,6,8.7,169,404,414,10.4,Null Talisman,1.0,Null Talisman,3.0,Power Treads,7.0,Crown,8.0,Blink Dagger,13.0,Force Staff,20.0
20,Evil Geniuses,0,EG.Fly,Warlock,Off Lane,2,5,3,2.8,22,222,251,9.4,Clarity,3.0,Observer and Sentry Wards,4.0,Magic Wand,11.0,Arcane Boots,16.0,,,,
20,Evil Geniuses,0,EG.s4,Sand King,Safe Lane,3,9,4,7.7,106,360,381,14.5,Magic Stick,2.0,Boots of Speed,4.0,Veil of Discord,8.0,Wind Lace,9.0,Blink Dagger,19.0,Hood of Defiance,24.0
20,Evil Geniuses,0,EG.Cr1t-,Pangolier,Off Lane,2,5,5,6.6,54,291,364,8.5,Bottle,6.0,Javelin,12.0,Magic Wand,15.0,Arcane Boots,19.0,Mekansm,25.0,,
21,Evil Geniuses,1,EG.Arteezy,Bloodseeker,Off Lane,18,5,18,23.1,322,703,762,37.6,Quelling Blade,1.0,Power Treads,6.0,Radiance,19.0,Manta Style,24.0,Butterfly,31.0,Satanic,35.0
21,Evil Geniuses,1,EG.Suma1L,Bristleback,Mid Lane,6,4,21,20.1,329,620,747,36.1,Bottle,3.0,Guardian Greaves,15.0,Pipe of Insight,22.0,Shiva's Guard,29.0,Aghanim's Scepter,34.0,,
21,Evil Geniuses,1,EG.Fly,Abaddon,Off Lane,3,10,37,7.1,41,295,572,12.9,Magic Wand,2.0,Quelling Blade,13.0,Tranquil Boots,15.0,Vladmir's Offering,24.0,Platemail,31.0,,
21,Evil Geniuses,1,EG.s4,Sand King,Safe Lane,11,3,23,15.7,192,497,707,40.6,Quelling Blade,0.0,Blink Dagger,9.0,Magic Wand,10.0,Veil of Discord,19.0,Eul's Scepter of Divinity,24.0,Boots of Travel,28.0
21,Evil Geniuses,1,EG.Cr1t-,Shadow Shaman,Off Lane,8,10,24,9.7,83,366,566,16.6,Wind Lace,3.0,Arcane Boots,7.0,Magic Wand,10.0,Blink Dagger,17.0,Black King Bar,33.0,,
22,Evil Geniuses,1,EG.Arteezy,Queen of Pain,Off Lane,10,5,18,22.7,232,516,627,49.8,Bottle,7.0,Power Treads,14.0,Eul's Scepter of Divinity,20.0,Scythe of Vyse,29.0,Assault Cuirass,36.0,,
22,Evil Geniuses,1,EG.Suma1L,Alchemist,Jungle,11,6,22,25.8,474,988,646,67.0,Radiance,14.0,Blink Dagger,16.0,Manta Style,21.0,Shiva's Guard,25.0,Octarine Core,28.0,Aegis of the Immortal,42.0
22,Evil Geniuses,1,EG.Fly,Warlock,Mid Lane,6,8,24,12.1,62,329,627,22.5,Observer Ward,2.0,Magic Wand,7.0,Force Staff,30.0,Arcane Boots,37.0,Buckler,37.0,Gem of True Sight,44.0
22,Evil Geniuses,1,EG.s4,Omniknight,Safe Lane,2,7,21,19.2,144,420,542,11.9,Soul Ring,4.0,Magic Wand,6.0,Vladmir's Offering,12.0,Pipe of Insight,22.0,Eul's Scepter of Divinity,30.0,Boots of Travel,43.0
22,Evil Geniuses,1,EG.Cr1t-,Nyx Assassin,Off Lane,6,6,20,18.2,47,373,555,20.0,Magic Wand,13.0,Meteor Hammer,19.0,Tranquil Boots,19.0,Dust of Appearance,25.0,Blink Dagger,29.0,Lotus Orb,36.0
23,Evil Geniuses,1,EG.Arteezy,Luna,Off Lane,8,4,19,20.4,267,598,606,30.3,Magic Wand,3.0,Wraith Band,3.0,Power Treads,6.0,Manta Style,20.0,Hurricane Pike,26.0,Butterfly,32.0
23,Evil Geniuses,1,EG.Suma1L,Leshrac,Mid Lane,15,4,6,21.6,306,672,677,31.0,Bottle,3.0,Eul's Scepter of Divinity,10.0,Boots of Travel,18.0,Yasha and Kaya,20.0,Octarine Core,30.0,Blink Dagger,32.0
23,Evil Geniuses,1,EG.Fly,Sven,Off Lane,2,8,15,6.3,52,294,354,7.4,Observer and Sentry Wards,6.0,Magic Wand,9.0,Bracer,10.0,Bracer,14.0,Arcane Boots,23.0,Blink Dagger,27.0
23,Evil Geniuses,1,EG.s4,Abaddon,Safe Lane,4,1,16,13.1,118,386,643,13.9,Quelling Blade,1.0,Phase Boots,6.0,Magic Wand,11.0,Vladmir's Offering,11.0,Solar Crest,23.0,Aghanim's Scepter,33.0
23,Evil Geniuses,1,EG.Cr1t-,Io,Off Lane,3,4,27,10.2,53,321,595,17.3,Bottle,5.0,Urn of Shadows,9.0,Magic Wand,12.0,Guardian Greaves,29.0,,,,
24,Evil Geniuses,1,EG.Arteezy,Lifestealer,Off Lane,7,5,18,25.2,381,651,682,26.2,Hand of Midas,11.0,Phase Boots,14.0,Radiance,21.0,Armlet of Mordiggian,25.0,Heaven's Halberd,31.0,Assault Cuirass,36.0
24,Evil Geniuses,1,EG.Suma1L,Outworld Devourer,Mid Lane,15,7,13,22.0,333,542,646,46.4,Power Treads,5.0,Blink Dagger,19.0,Hurricane Pike,25.0,Scythe of Vyse,35.0,Moon Shard,43.0,,
24,Evil Geniuses,1,EG.Fly,Shadow Demon,Off Lane,1,11,20,4.1,34,224,407,10.7,Smoke of Deceit,7.0,Observer and Sentry Wards,8.0,Clarity,8.0,Arcane Boots,17.0,Magic Wand,26.0,Ring of Regen,27.0
24,Evil Geniuses,1,EG.s4,Doom,Safe Lane,10,4,26,20.4,175,513,603,36.5,Phase Boots,5.0,Drum of Endurance,7.0,Blink Dagger,11.0,Black King Bar,20.0,Shiva's Guard,32.0,,
24,Evil Geniuses,1,EG.Cr1t-,Earthshaker,Off Lane,5,5,25,10.4,89,295,637,17.4,Tranquil Boots,8.0,Magic Wand,13.0,Soul Ring,13.0,Force Staff,22.0,Blink Dagger,30.0,,
25,Evil Geniuses,1,EG.Arteezy,Lifestealer,Off Lane,10,1,3,17.5,211,657,650,17.9,Phase Boots,5.0,Hand of Midas,9.0,Radiance,17.0,Armlet of Mordiggian,21.0,Aegis of the Immortal,23.0,Assault Cuirass,26.0
25,Evil Geniuses,1,EG.Suma1L,Leshrac,Mid Lane,5,5,5,12.2,194,503,540,13.4,Null Talisman,2.0,Magic Wand,5.0,Eul's Scepter of Divinity,13.0,Spirit Vessel,18.0,Boots of Travel,23.0,Kaya,25.0
25,Evil Geniuses,1,EG.Fly,Chen,Off Lane,-,0,15,6.1,83,283,462,4.1,Boots of Speed,5.0,Smoke of Deceit,6.0,Magic Wand,14.0,Solar Crest,23.0,,,,
25,Evil Geniuses,1,EG.s4,Brewmaster,Safe Lane,3,4,13,8.3,74,336,433,12.1,Quelling Blade,1.0,Bracer,4.0,Phase Boots,7.0,Magic Wand,11.0,Vladmir's Offering,15.0,Blink Dagger,23.0
25,Evil Geniuses,1,EG.Cr1t-,Pangolier,Roaming,2,4,18,7.9,66,326,456,15.2,Javelin,8.0,Magic Wand,11.0,Guardian Greaves,26.0,,,,,,
26,Evil Geniuses,1,EG.Arteezy,Phantom Assassin,Off Lane,13,2,3,26.9,380,760,831,26.1,Power Treads,8.0,Battle Fury,17.0,Desolator,21.0,Black King Bar,27.0,Satanic,30.0,Abyssal Blade,35.0
26,Evil Geniuses,1,EG.Suma1L,Death Prophet,Mid Lane,7,4,13,16.9,260,545,688,19.4,Phase Boots,8.0,Aghanim's Scepter,18.0,Ghost Scepter,21.0,Eul's Scepter of Divinity,28.0,Blink Dagger,31.0,,
26,Evil Geniuses,1,EG.Fly,Warlock,Safe Lane,5,4,20,9.7,94,370,609,19.2,Boots of Speed,3.0,Wind Lace,8.0,Magic Wand,8.0,Sentry Ward,9.0,Hand of Midas,17.0,Aghanim's Scepter,32.0
26,Evil Geniuses,1,EG.Cr1t-,Pangolier,Off Lane,4,5,24,8.9,60,303,475,15.0,Stout Shield,0.0,Bottle,6.0,Magic Stick,10.0,Dust of Appearance,14.0,Smoke of Deceit,18.0,Guardian Greaves,30.0
26,Evil Geniuses,1,EG.s4,Pudge,Safe Lane,3,8,15,10.4,94,326,521,8.8,Wind Lace,7.0,Urn of Shadows,10.0,Magic Stick,15.0,Vanguard,24.0,Pipe of Insight,28.0,Boots of Travel,36.0
27,Evil Geniuses,1,EG.Arteezy,Sven,Off Lane,8,1,11,25.9,385,785,755,23.8,Power Treads,6.0,Black King Bar,20.0,Blink Dagger,22.0,Assault Cuirass,29.0,Butterfly,32.0,Daedalus,35.0
27,Evil Geniuses,1,EG.Suma1L,Leshrac,Mid Lane,12,5,9,20.8,328,653,615,26.1,Eul's Scepter of Divinity,11.0,Blink Dagger,23.0,Yasha and Kaya,26.0,Boots of Travel,30.0,Black King Bar,32.0,Platemail,34.0
27,Evil Geniuses,1,EG.Fly,Chen,Jungle,5,3,17,8.4,66,324,510,5.7,Sentry Ward,0.0,Smoke of Deceit,8.0,Magic Wand,8.0,Guardian Greaves,32.0,Clarity,34.0,,
27,Evil Geniuses,1,EG.s4,Omniknight,Safe Lane,1,3,19,14.7,118,430,525,8.9,Phase Boots,7.0,Soul Ring,9.0,Magic Wand,12.0,Vladmir's Offering,17.0,Solar Crest,26.0,Aghanim's Scepter,32.0
27,Evil Geniuses,1,EG.Cr1t-,Earth Spirit,Roaming,4,5,20,10.6,35,320,477,16.6,Boots of Speed,2.0,Dust of Appearance,12.0,Magic Wand,15.0,Spirit Vessel,22.0,Black King Bar,31.0,,
